,drug,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
339,"DRG22,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5
340,"DRG22,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,0.5,0.5,0.5,1.5,1.5,1.0,0.5,0.5
341,"DRG23,DRG24",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,3.5,3.5,3.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
342,"DRG23,DRG25",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5
343,"DRG23,DRG26",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5
344,"DRG23,DRG27",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.5,1.5,1.0,0.5,0.5
345,"DRG24,DRG25",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,5.0,5.0,5.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5
346,"DRG24,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,5.0,5.0,5.0,1.5,1.5,1.5,1.5,1.0,1.0,1.5,1.0,1.5
347,"DRG24,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,1.5,1.5,1.5,6.5,6.5,6.5,2.5,2.0,2.0,2.0,1.5,1.5,2.0,1.5,1.5
348,"DRG25,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,3.5,3.5,3.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
349,"DRG25,DRG27",8.5,8.5,8.5,8.5,8.5,8.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,0.5,0.5,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5
350,"DRG26,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
